ID;DATE;FISCAL YEAR;MONTH;MONTH DESC;MONTHDAY;WEEKDAY;WEEKDAY DESC;DAY DESC;CWEEK;QUARTER;YEAR-QUARTER;HALFYEAR;YEAR-HALFYEAR
628;2016-09-20;2016;9;September;20;2;Working Day;Tuesday;38;Q3;2016-Q3;H2;2016-H2
629;2016-09-21;2016;9;September;21;3;Working Day;Wednesday;38;Q3;2016-Q3;H2;2016-H2
630;2016-09-22;2016;9;September;22;4;Working Day;Thursday;38;Q3;2016-Q3;H2;2016-H2
631;2016-09-23;2016;9;September;23;5;Working Day;Friday;38;Q3;2016-Q3;H2;2016-H2
632;2016-09-24;2016;9;September;24;6;Weekend;Saturday;38;Q3;2016-Q3;H2;2016-H2
633;2016-09-25;2016;9;September;25;7;Weekend;Sunday;38;Q3;2016-Q3;H2;2016-H2
634;2016-09-26;2016;9;September;26;1;Working Day;Monday;39;Q3;2016-Q3;H2;2016-H2
635;2016-09-27;2016;9;September;27;2;Working Day;Tuesday;39;Q3;2016-Q3;H2;2016-H2
636;2016-09-28;2016;9;September;28;3;Working Day;Wednesday;39;Q3;2016-Q3;H2;2016-H2
637;2016-09-29;2016;9;September;29;4;Working Day;Thursday;39;Q3;2016-Q3;H2;2016-H2
638;2016-09-30;2016;9;September;30;5;Working Day;Friday;39;Q3;2016-Q3;H2;2016-H2
639;2016-10-01;2016;10;October;1;6;Weekend;Saturday;39;Q4;2016-Q4;H2;2016-H2
640;2016-10-02;2016;10;October;2;7;Weekend;Sunday;39;Q4;2016-Q4;H2;2016-H2
641;2016-10-03;2016;10;October;3;1;Working Day;Monday;40;Q4;2016-Q4;H2;2016-H2
642;2016-10-04;2016;10;October;4;2;Working Day;Tuesday;40;Q4;2016-Q4;H2;2016-H2
643;2016-10-05;2016;10;October;5;3;Working Day;Wednesday;40;Q4;2016-Q4;H2;2016-H2
644;2016-10-06;2016;10;October;6;4;Working Day;Thursday;40;Q4;2016-Q4;H2;2016-H2
645;2016-10-07;2016;10;October;7;5;Working Day;Friday;40;Q4;2016-Q4;H2;2016-H2
646;2016-10-08;2016;10;October;8;6;Weekend;Saturday;40;Q4;2016-Q4;H2;2016-H2
647;2016-10-09;2016;10;October;9;7;Weekend;Sunday;40;Q4;2016-Q4;H2;2016-H2
648;2016-10-10;2016;10;October;10;1;Working Day;Monday;41;Q4;2016-Q4;H2;2016-H2
649;2016-10-11;2016;10;October;11;2;Working Day;Tuesday;41;Q4;2016-Q4;H2;2016-H2
650;2016-10-12;2016;10;October;12;3;Working Day;Wednesday;41;Q4;2016-Q4;H2;2016-H2
651;2016-10-13;2016;10;October;13;4;Working Day;Thursday;41;Q4;2016-Q4;H2;2016-H2
652;2016-10-14;2016;10;October;14;5;Working Day;Friday;41;Q4;2016-Q4;H2;2016-H2
653;2016-10-15;2016;10;October;15;6;Weekend;Saturday;41;Q4;2016-Q4;H2;2016-H2
654;2016-10-16;2016;10;October;16;7;Weekend;Sunday;41;Q4;2016-Q4;H2;2016-H2
655;2016-10-17;2016;10;October;17;1;Working Day;Monday;42;Q4;2016-Q4;H2;2016-H2
656;2016-10-18;2016;10;October;18;2;Working Day;Tuesday;42;Q4;2016-Q4;H2;2016-H2
657;2016-10-19;2016;10;October;19;3;Working Day;Wednesday;42;Q4;2016-Q4;H2;2016-H2
658;2016-10-20;2016;10;October;20;4;Working Day;Thursday;42;Q4;2016-Q4;H2;2016-H2
659;2016-10-21;2016;10;October;21;5;Working Day;Friday;42;Q4;2016-Q4;H2;2016-H2
660;2016-10-22;2016;10;October;22;6;Weekend;Saturday;42;Q4;2016-Q4;H2;2016-H2
661;2016-10-23;2016;10;October;23;7;Weekend;Sunday;42;Q4;2016-Q4;H2;2016-H2
662;2016-10-24;2016;10;October;24;1;Working Day;Monday;43;Q4;2016-Q4;H2;2016-H2
663;2016-10-25;2016;10;October;25;2;Working Day;Tuesday;43;Q4;2016-Q4;H2;2016-H2
664;2016-10-26;2016;10;October;26;3;Working Day;Wednesday;43;Q4;2016-Q4;H2;2016-H2
665;2016-10-27;2016;10;October;27;4;Working Day;Thursday;43;Q4;2016-Q4;H2;2016-H2
666;2016-10-28;2016;10;October;28;5;Working Day;Friday;43;Q4;2016-Q4;H2;2016-H2
667;2016-10-29;2016;10;October;29;6;Weekend;Saturday;43;Q4;2016-Q4;H2;2016-H2
668;2016-10-30;2016;10;October;30;7;Weekend;Sunday;43;Q4;2016-Q4;H2;2016-H2
669;2016-10-31;2016;10;October;31;1;Working Day;Monday;44;Q4;2016-Q4;H2;2016-H2
670;2016-11-01;2016;11;November;1;2;Working Day;Tuesday;44;Q4;2016-Q4;H2;2016-H2
671;2016-11-02;2016;11;November;2;3;Working Day;Wednesday;44;Q4;2016-Q4;H2;2016-H2
672;2016-11-03;2016;11;November;3;4;Working Day;Thursday;44;Q4;2016-Q4;H2;2016-H2
673;2016-11-04;2016;11;November;4;5;Working Day;Friday;44;Q4;2016-Q4;H2;2016-H2
674;2016-11-05;2016;11;November;5;6;Weekend;Saturday;44;Q4;2016-Q4;H2;2016-H2
675;2016-11-06;2016;11;November;6;7;Weekend;Sunday;44;Q4;2016-Q4;H2;2016-H2
676;2016-11-07;2016;11;November;7;1;Working Day;Monday;45;Q4;2016-Q4;H2;2016-H2
677;2016-11-08;2016;11;November;8;2;Working Day;Tuesday;45;Q4;2016-Q4;H2;2016-H2
678;2016-11-09;2016;11;November;9;3;Working Day;Wednesday;45;Q4;2016-Q4;H2;2016-H2
679;2016-11-10;2016;11;November;10;4;Working Day;Thursday;45;Q4;2016-Q4;H2;2016-H2
680;2016-11-11;2016;11;November;11;5;Working Day;Friday;45;Q4;2016-Q4;H2;2016-H2
681;2016-11-12;2016;11;November;12;6;Weekend;Saturday;45;Q4;2016-Q4;H2;2016-H2
682;2016-11-13;2016;11;November;13;7;Weekend;Sunday;45;Q4;2016-Q4;H2;2016-H2
683;2016-11-14;2016;11;November;14;1;Working Day;Monday;46;Q4;2016-Q4;H2;2016-H2
684;2016-11-15;2016;11;November;15;2;Working Day;Tuesday;46;Q4;2016-Q4;H2;2016-H2
685;2016-11-16;2016;11;November;16;3;Working Day;Wednesday;46;Q4;2016-Q4;H2;2016-H2
686;2016-11-17;2016;11;November;17;4;Working Day;Thursday;46;Q4;2016-Q4;H2;2016-H2
687;2016-11-18;2016;11;November;18;5;Working Day;Friday;46;Q4;2016-Q4;H2;2016-H2
688;2016-11-19;2016;11;November;19;6;Weekend;Saturday;46;Q4;2016-Q4;H2;2016-H2
689;2016-11-20;2016;11;November;20;7;Weekend;Sunday;46;Q4;2016-Q4;H2;2016-H2
690;2016-11-21;2016;11;November;21;1;Working Day;Monday;47;Q4;2016-Q4;H2;2016-H2
691;2016-11-22;2016;11;November;22;2;Working Day;Tuesday;47;Q4;2016-Q4;H2;2016-H2
692;2016-11-23;2016;11;November;23;3;Working Day;Wednesday;47;Q4;2016-Q4;H2;2016-H2
693;2016-11-24;2016;11;November;24;4;Working Day;Thursday;47;Q4;2016-Q4;H2;2016-H2
694;2016-11-25;2016;11;November;25;5;Working Day;Friday;47;Q4;2016-Q4;H2;2016-H2
695;2016-11-26;2016;11;November;26;6;Weekend;Saturday;47;Q4;2016-Q4;H2;2016-H2
696;2016-11-27;2016;11;November;27;7;Weekend;Sunday;47;Q4;2016-Q4;H2;2016-H2
697;2016-11-28;2016;11;November;28;1;Working Day;Monday;48;Q4;2016-Q4;H2;2016-H2
698;2016-11-29;2016;11;November;29;2;Working Day;Tuesday;48;Q4;2016-Q4;H2;2016-H2
699;2016-11-30;2016;11;November;30;3;Working Day;Wednesday;48;Q4;2016-Q4;H2;2016-H2
700;2016-12-01;2016;12;December;1;4;Working Day;Thursday;48;Q4;2016-Q4;H2;2016-H2
701;2016-12-02;2016;12;December;2;5;Working Day;Friday;48;Q4;2016-Q4;H2;2016-H2
702;2016-12-03;2016;12;December;3;6;Weekend;Saturday;48;Q4;2016-Q4;H2;2016-H2
703;2016-12-04;2016;12;December;4;7;Weekend;Sunday;48;Q4;2016-Q4;H2;2016-H2
704;2016-12-05;2016;12;December;5;1;Working Day;Monday;49;Q4;2016-Q4;H2;2016-H2
705;2016-12-06;2016;12;December;6;2;Working Day;Tuesday;49;Q4;2016-Q4;H2;2016-H2
706;2016-12-07;2016;12;December;7;3;Working Day;Wednesday;49;Q4;2016-Q4;H2;2016-H2
707;2016-12-08;2016;12;December;8;4;Working Day;Thursday;49;Q4;2016-Q4;H2;2016-H2
708;2016-12-09;2016;12;December;9;5;Working Day;Friday;49;Q4;2016-Q4;H2;2016-H2
709;2016-12-10;2016;12;December;10;6;Weekend;Saturday;49;Q4;2016-Q4;H2;2016-H2
710;2016-12-11;2016;12;December;11;7;Weekend;Sunday;49;Q4;2016-Q4;H2;2016-H2
711;2016-12-12;2016;12;December;12;1;Working Day;Monday;50;Q4;2016-Q4;H2;2016-H2
712;2016-12-13;2016;12;December;13;2;Working Day;Tuesday;50;Q4;2016-Q4;H2;2016-H2
713;2016-12-14;2016;12;December;14;3;Working Day;Wednesday;50;Q4;2016-Q4;H2;2016-H2
714;2016-12-15;2016;12;December;15;4;Working Day;Thursday;50;Q4;2016-Q4;H2;2016-H2
715;2016-12-16;2016;12;December;16;5;Working Day;Friday;50;Q4;2016-Q4;H2;2016-H2
716;2016-12-17;2016;12;December;17;6;Weekend;Saturday;50;Q4;2016-Q4;H2;2016-H2
717;2016-12-18;2016;12;December;18;7;Weekend;Sunday;50;Q4;2016-Q4;H2;2016-H2
718;2016-12-19;2016;12;December;19;1;Working Day;Monday;51;Q4;2016-Q4;H2;2016-H2
719;2016-12-20;2016;12;December;20;2;Working Day;Tuesday;51;Q4;2016-Q4;H2;2016-H2
720;2016-12-21;2016;12;December;21;3;Working Day;Wednesday;51;Q4;2016-Q4;H2;2016-H2
721;2016-12-22;2016;12;December;22;4;Working Day;Thursday;51;Q4;2016-Q4;H2;2016-H2
722;2016-12-23;2016;12;December;23;5;Working Day;Friday;51;Q4;2016-Q4;H2;2016-H2
723;2016-12-24;2016;12;December;24;6;Weekend;Saturday;51;Q4;2016-Q4;H2;2016-H2
724;2016-12-25;2016;12;December;25;7;Weekend;Sunday;51;Q4;2016-Q4;H2;2016-H2
725;2016-12-26;2016;12;December;26;1;Working Day;Monday;52;Q4;2016-Q4;H2;2016-H2
726;2016-12-27;2016;12;December;27;2;Working Day;Tuesday;52;Q4;2016-Q4;H2;2016-H2
727;2016-12-28;2016;12;December;28;3;Working Day;Wednesday;52;Q4;2016-Q4;H2;2016-H2
728;2016-12-29;2016;12;December;29;4;Working Day;Thursday;52;Q4;2016-Q4;H2;2016-H2
729;2016-12-30;2016;12;December;30;5;Working Day;Friday;52;Q4;2016-Q4;H2;2016-H2
730;2016-12-31;2016;12;December;31;6;Weekend;Saturday;52;Q4;2016-Q4;H2;2016-H2
731;2017-01-01;2017;1;January;1;7;Weekend;Sunday;00;Q1;2017-Q1;H1;2017-H1
732;2017-01-02;2017;1;January;2;1;Working Day;Monday;01;Q1;2017-Q1;H1;2017-H1
733;2017-01-03;2017;1;January;3;2;Working Day;Tuesday;01;Q1;2017-Q1;H1;2017-H1
734;2017-01-04;2017;1;January;4;3;Working Day;Wednesday;01;Q1;2017-Q1;H1;2017-H1
735;2017-01-05;2017;1;January;5;4;Working Day;Thursday;01;Q1;2017-Q1;H1;2017-H1
736;2017-01-06;2017;1;January;6;5;Working Day;Friday;01;Q1;2017-Q1;H1;2017-H1
737;2017-01-07;2017;1;January;7;6;Weekend;Saturday;01;Q1;2017-Q1;H1;2017-H1
738;2017-01-08;2017;1;January;8;7;Weekend;Sunday;01;Q1;2017-Q1;H1;2017-H1
739;2017-01-09;2017;1;January;9;1;Working Day;Monday;02;Q1;2017-Q1;H1;2017-H1
740;2017-01-10;2017;1;January;10;2;Working Day;Tuesday;02;Q1;2017-Q1;H1;2017-H1
741;2017-01-11;2017;1;January;11;3;Working Day;Wednesday;02;Q1;2017-Q1;H1;2017-H1
742;2017-01-12;2017;1;January;12;4;Working Day;Thursday;02;Q1;2017-Q1;H1;2017-H1
743;2017-01-13;2017;1;January;13;5;Working Day;Friday;02;Q1;2017-Q1;H1;2017-H1
744;2017-01-14;2017;1;January;14;6;Weekend;Saturday;02;Q1;2017-Q1;H1;2017-H1
745;2017-01-15;2017;1;January;15;7;Weekend;Sunday;02;Q1;2017-Q1;H1;2017-H1
746;2017-01-16;2017;1;January;16;1;Working Day;Monday;03;Q1;2017-Q1;H1;2017-H1
747;2017-01-17;2017;1;January;17;2;Working Day;Tuesday;03;Q1;2017-Q1;H1;2017-H1
748;2017-01-18;2017;1;January;18;3;Working Day;Wednesday;03;Q1;2017-Q1;H1;2017-H1
749;2017-01-19;2017;1;January;19;4;Working Day;Thursday;03;Q1;2017-Q1;H1;2017-H1
750;2017-01-20;2017;1;January;20;5;Working Day;Friday;03;Q1;2017-Q1;H1;2017-H1
751;2017-01-21;2017;1;January;21;6;Weekend;Saturday;03;Q1;2017-Q1;H1;2017-H1
752;2017-01-22;2017;1;January;22;7;Weekend;Sunday;03;Q1;2017-Q1;H1;2017-H1
753;2017-01-23;2017;1;January;23;1;Working Day;Monday;04;Q1;2017-Q1;H1;2017-H1
754;2017-01-24;2017;1;January;24;2;Working Day;Tuesday;04;Q1;2017-Q1;H1;2017-H1
755;2017-01-25;2017;1;January;25;3;Working Day;Wednesday;04;Q1;2017-Q1;H1;2017-H1
756;2017-01-26;2017;1;January;26;4;Working Day;Thursday;04;Q1;2017-Q1;H1;2017-H1
757;2017-01-27;2017;1;January;27;5;Working Day;Friday;04;Q1;2017-Q1;H1;2017-H1
758;2017-01-28;2017;1;January;28;6;Weekend;Saturday;04;Q1;2017-Q1;H1;2017-H1
759;2017-01-29;2017;1;January;29;7;Weekend;Sunday;04;Q1;2017-Q1;H1;2017-H1
760;2017-01-30;2017;1;January;30;1;Working Day;Monday;05;Q1;2017-Q1;H1;2017-H1
761;2017-01-31;2017;1;January;31;2;Working Day;Tuesday;05;Q1;2017-Q1;H1;2017-H1
762;2017-02-01;2017;2;February;1;3;Working Day;Wednesday;05;Q1;2017-Q1;H1;2017-H1
763;2017-02-02;2017;2;February;2;4;Working Day;Thursday;05;Q1;2017-Q1;H1;2017-H1
764;2017-02-03;2017;2;February;3;5;Working Day;Friday;05;Q1;2017-Q1;H1;2017-H1
765;2017-02-04;2017;2;February;4;6;Weekend;Saturday;05;Q1;2017-Q1;H1;2017-H1
766;2017-02-05;2017;2;February;5;7;Weekend;Sunday;05;Q1;2017-Q1;H1;2017-H1
767;2017-02-06;2017;2;February;6;1;Working Day;Monday;06;Q1;2017-Q1;H1;2017-H1
768;2017-02-07;2017;2;February;7;2;Working Day;Tuesday;06;Q1;2017-Q1;H1;2017-H1
769;2017-02-08;2017;2;February;8;3;Working Day;Wednesday;06;Q1;2017-Q1;H1;2017-H1
770;2017-02-09;2017;2;February;9;4;Working Day;Thursday;06;Q1;2017-Q1;H1;2017-H1
771;2017-02-10;2017;2;February;10;5;Working Day;Friday;06;Q1;2017-Q1;H1;2017-H1
772;2017-02-11;2017;2;February;11;6;Weekend;Saturday;06;Q1;2017-Q1;H1;2017-H1
773;2017-02-12;2017;2;February;12;7;Weekend;Sunday;06;Q1;2017-Q1;H1;2017-H1
774;2017-02-13;2017;2;February;13;1;Working Day;Monday;07;Q1;2017-Q1;H1;2017-H1
775;2017-02-14;2017;2;February;14;2;Working Day;Tuesday;07;Q1;2017-Q1;H1;2017-H1
776;2017-02-15;2017;2;February;15;3;Working Day;Wednesday;07;Q1;2017-Q1;H1;2017-H1
777;2017-02-16;2017;2;February;16;4;Working Day;Thursday;07;Q1;2017-Q1;H1;2017-H1
778;2017-02-17;2017;2;February;17;5;Working Day;Friday;07;Q1;2017-Q1;H1;2017-H1
779;2017-02-18;2017;2;February;18;6;Weekend;Saturday;07;Q1;2017-Q1;H1;2017-H1
780;2017-02-19;2017;2;February;19;7;Weekend;Sunday;07;Q1;2017-Q1;H1;2017-H1
781;2017-02-20;2017;2;February;20;1;Working Day;Monday;08;Q1;2017-Q1;H1;2017-H1
782;2017-02-21;2017;2;February;21;2;Working Day;Tuesday;08;Q1;2017-Q1;H1;2017-H1
783;2017-02-22;2017;2;February;22;3;Working Day;Wednesday;08;Q1;2017-Q1;H1;2017-H1
784;2017-02-23;2017;2;February;23;4;Working Day;Thursday;08;Q1;2017-Q1;H1;2017-H1
785;2017-02-24;2017;2;February;24;5;Working Day;Friday;08;Q1;2017-Q1;H1;2017-H1
786;2017-02-25;2017;2;February;25;6;Weekend;Saturday;08;Q1;2017-Q1;H1;2017-H1
787;2017-02-26;2017;2;February;26;7;Weekend;Sunday;08;Q1;2017-Q1;H1;2017-H1
788;2017-02-27;2017;2;February;27;1;Working Day;Monday;09;Q1;2017-Q1;H1;2017-H1
789;2017-02-28;2017;2;February;28;2;Working Day;Tuesday;09;Q1;2017-Q1;H1;2017-H1
790;2017-03-01;2017;3;March;1;3;Working Day;Wednesday;09;Q1;2017-Q1;H1;2017-H1
791;2017-03-02;2017;3;March;2;4;Working Day;Thursday;09;Q1;2017-Q1;H1;2017-H1
792;2017-03-03;2017;3;March;3;5;Working Day;Friday;09;Q1;2017-Q1;H1;2017-H1
793;2017-03-04;2017;3;March;4;6;Weekend;Saturday;09;Q1;2017-Q1;H1;2017-H1
794;2017-03-05;2017;3;March;5;7;Weekend;Sunday;09;Q1;2017-Q1;H1;2017-H1
795;2017-03-06;2017;3;March;6;1;Working Day;Monday;10;Q1;2017-Q1;H1;2017-H1
796;2017-03-07;2017;3;March;7;2;Working Day;Tuesday;10;Q1;2017-Q1;H1;2017-H1
797;2017-03-08;2017;3;March;8;3;Working Day;Wednesday;10;Q1;2017-Q1;H1;2017-H1
798;2017-03-09;2017;3;March;9;4;Working Day;Thursday;10;Q1;2017-Q1;H1;2017-H1
799;2017-03-10;2017;3;March;10;5;Working Day;Friday;10;Q1;2017-Q1;H1;2017-H1
800;2017-03-11;2017;3;March;11;6;Weekend;Saturday;10;Q1;2017-Q1;H1;2017-H1
801;2017-03-12;2017;3;March;12;7;Weekend;Sunday;10;Q1;2017-Q1;H1;2017-H1
802;2017-03-13;2017;3;March;13;1;Working Day;Monday;11;Q1;2017-Q1;H1;2017-H1
803;2017-03-14;2017;3;March;14;2;Working Day;Tuesday;11;Q1;2017-Q1;H1;2017-H1
804;2017-03-15;2017;3;March;15;3;Working Day;Wednesday;11;Q1;2017-Q1;H1;2017-H1
805;2017-03-16;2017;3;March;16;4;Working Day;Thursday;11;Q1;2017-Q1;H1;2017-H1
806;2017-03-17;2017;3;March;17;5;Working Day;Friday;11;Q1;2017-Q1;H1;2017-H1
807;2017-03-18;2017;3;March;18;6;Weekend;Saturday;11;Q1;2017-Q1;H1;2017-H1
808;2017-03-19;2017;3;March;19;7;Weekend;Sunday;11;Q1;2017-Q1;H1;2017-H1
809;2017-03-20;2017;3;March;20;1;Working Day;Monday;12;Q1;2017-Q1;H1;2017-H1
810;2017-03-21;2017;3;March;21;2;Working Day;Tuesday;12;Q1;2017-Q1;H1;2017-H1
811;2017-03-22;2017;3;March;22;3;Working Day;Wednesday;12;Q1;2017-Q1;H1;2017-H1
812;2017-03-23;2017;3;March;23;4;Working Day;Thursday;12;Q1;2017-Q1;H1;2017-H1
813;2017-03-24;2017;3;March;24;5;Working Day;Friday;12;Q1;2017-Q1;H1;2017-H1
814;2017-03-25;2017;3;March;25;6;Weekend;Saturday;12;Q1;2017-Q1;H1;2017-H1
815;2017-03-26;2017;3;March;26;7;Weekend;Sunday;12;Q1;2017-Q1;H1;2017-H1
816;2017-03-27;2017;3;March;27;1;Working Day;Monday;13;Q1;2017-Q1;H1;2017-H1
817;2017-03-28;2017;3;March;28;2;Working Day;Tuesday;13;Q1;2017-Q1;H1;2017-H1
818;2017-03-29;2017;3;March;29;3;Working Day;Wednesday;13;Q1;2017-Q1;H1;2017-H1
819;2017-03-30;2017;3;March;30;4;Working Day;Thursday;13;Q1;2017-Q1;H1;2017-H1
820;2017-03-31;2017;3;March;31;5;Working Day;Friday;13;Q1;2017-Q1;H1;2017-H1
821;2017-04-01;2017;4;April;1;6;Weekend;Saturday;13;Q2;2017-Q2;H1;2017-H1
822;2017-04-02;2017;4;April;2;7;Weekend;Sunday;13;Q2;2017-Q2;H1;2017-H1
823;2017-04-03;2017;4;April;3;1;Working Day;Monday;14;Q2;2017-Q2;H1;2017-H1
824;2017-04-04;2017;4;April;4;2;Working Day;Tuesday;14;Q2;2017-Q2;H1;2017-H1
825;2017-04-05;2017;4;April;5;3;Working Day;Wednesday;14;Q2;2017-Q2;H1;2017-H1
826;2017-04-06;2017;4;April;6;4;Working Day;Thursday;14;Q2;2017-Q2;H1;2017-H1
827;2017-04-07;2017;4;April;7;5;Working Day;Friday;14;Q2;2017-Q2;H1;2017-H1
828;2017-04-08;2017;4;April;8;6;Weekend;Saturday;14;Q2;2017-Q2;H1;2017-H1
829;2017-04-09;2017;4;April;9;7;Weekend;Sunday;14;Q2;2017-Q2;H1;2017-H1
830;2017-04-10;2017;4;April;10;1;Working Day;Monday;15;Q2;2017-Q2;H1;2017-H1
831;2017-04-11;2017;4;April;11;2;Working Day;Tuesday;15;Q2;2017-Q2;H1;2017-H1
832;2017-04-12;2017;4;April;12;3;Working Day;Wednesday;15;Q2;2017-Q2;H1;2017-H1
833;2017-04-13;2017;4;April;13;4;Working Day;Thursday;15;Q2;2017-Q2;H1;2017-H1
834;2017-04-14;2017;4;April;14;5;Working Day;Friday;15;Q2;2017-Q2;H1;2017-H1
835;2017-04-15;2017;4;April;15;6;Weekend;Saturday;15;Q2;2017-Q2;H1;2017-H1
836;2017-04-16;2017;4;April;16;7;Weekend;Sunday;15;Q2;2017-Q2;H1;2017-H1
837;2017-04-17;2017;4;April;17;1;Working Day;Monday;16;Q2;2017-Q2;H1;2017-H1
838;2017-04-18;2017;4;April;18;2;Working Day;Tuesday;16;Q2;2017-Q2;H1;2017-H1
839;2017-04-19;2017;4;April;19;3;Working Day;Wednesday;16;Q2;2017-Q2;H1;2017-H1
840;2017-04-20;2017;4;April;20;4;Working Day;Thursday;16;Q2;2017-Q2;H1;2017-H1
841;2017-04-21;2017;4;April;21;5;Working Day;Friday;16;Q2;2017-Q2;H1;2017-H1
842;2017-04-22;2017;4;April;22;6;Weekend;Saturday;16;Q2;2017-Q2;H1;2017-H1
843;2017-04-23;2017;4;April;23;7;Weekend;Sunday;16;Q2;2017-Q2;H1;2017-H1
844;2017-04-24;2017;4;April;24;1;Working Day;Monday;17;Q2;2017-Q2;H1;2017-H1
845;2017-04-25;2017;4;April;25;2;Working Day;Tuesday;17;Q2;2017-Q2;H1;2017-H1
846;2017-04-26;2017;4;April;26;3;Working Day;Wednesday;17;Q2;2017-Q2;H1;2017-H1
847;2017-04-27;2017;4;April;27;4;Working Day;Thursday;17;Q2;2017-Q2;H1;2017-H1
848;2017-04-28;2017;4;April;28;5;Working Day;Friday;17;Q2;2017-Q2;H1;2017-H1
849;2017-04-29;2017;4;April;29;6;Weekend;Saturday;17;Q2;2017-Q2;H1;2017-H1
850;2017-04-30;2017;4;April;30;7;Weekend;Sunday;17;Q2;2017-Q2;H1;2017-H1
851;2017-05-01;2017;5;May;1;1;Working Day;Monday;18;Q2;2017-Q2;H1;2017-H1
852;2017-05-02;2017;5;May;2;2;Working Day;Tuesday;18;Q2;2017-Q2;H1;2017-H1
853;2017-05-03;2017;5;May;3;3;Working Day;Wednesday;18;Q2;2017-Q2;H1;2017-H1
854;2017-05-04;2017;5;May;4;4;Working Day;Thursday;18;Q2;2017-Q2;H1;2017-H1
855;2017-05-05;2017;5;May;5;5;Working Day;Friday;18;Q2;2017-Q2;H1;2017-H1
856;2017-05-06;2017;5;May;6;6;Weekend;Saturday;18;Q2;2017-Q2;H1;2017-H1
857;2017-05-07;2017;5;May;7;7;Weekend;Sunday;18;Q2;2017-Q2;H1;2017-H1
858;2017-05-08;2017;5;May;8;1;Working Day;Monday;19;Q2;2017-Q2;H1;2017-H1
859;2017-05-09;2017;5;May;9;2;Working Day;Tuesday;19;Q2;2017-Q2;H1;2017-H1
860;2017-05-10;2017;5;May;10;3;Working Day;Wednesday;19;Q2;2017-Q2;H1;2017-H1
861;2017-05-11;2017;5;May;11;4;Working Day;Thursday;19;Q2;2017-Q2;H1;2017-H1
862;2017-05-12;2017;5;May;12;5;Working Day;Friday;19;Q2;2017-Q2;H1;2017-H1
863;2017-05-13;2017;5;May;13;6;Weekend;Saturday;19;Q2;2017-Q2;H1;2017-H1
864;2017-05-14;2017;5;May;14;7;Weekend;Sunday;19;Q2;2017-Q2;H1;2017-H1
865;2017-05-15;2017;5;May;15;1;Working Day;Monday;20;Q2;2017-Q2;H1;2017-H1
866;2017-05-16;2017;5;May;16;2;Working Day;Tuesday;20;Q2;2017-Q2;H1;2017-H1
867;2017-05-17;2017;5;May;17;3;Working Day;Wednesday;20;Q2;2017-Q2;H1;2017-H1
868;2017-05-18;2017;5;May;18;4;Working Day;Thursday;20;Q2;2017-Q2;H1;2017-H1
869;2017-05-19;2017;5;May;19;5;Working Day;Friday;20;Q2;2017-Q2;H1;2017-H1
870;2017-05-20;2017;5;May;20;6;Weekend;Saturday;20;Q2;2017-Q2;H1;2017-H1
871;2017-05-21;2017;5;May;21;7;Weekend;Sunday;20;Q2;2017-Q2;H1;2017-H1
872;2017-05-22;2017;5;May;22;1;Working Day;Monday;21;Q2;2017-Q2;H1;2017-H1
873;2017-05-23;2017;5;May;23;2;Working Day;Tuesday;21;Q2;2017-Q2;H1;2017-H1
874;2017-05-24;2017;5;May;24;3;Working Day;Wednesday;21;Q2;2017-Q2;H1;2017-H1
875;2017-05-25;2017;5;May;25;4;Working Day;Thursday;21;Q2;2017-Q2;H1;2017-H1
876;2017-05-26;2017;5;May;26;5;Working Day;Friday;21;Q2;2017-Q2;H1;2017-H1
877;2017-05-27;2017;5;May;27;6;Weekend;Saturday;21;Q2;2017-Q2;H1;2017-H1
878;2017-05-28;2017;5;May;28;7;Weekend;Sunday;21;Q2;2017-Q2;H1;2017-H1
879;2017-05-29;2017;5;May;29;1;Working Day;Monday;22;Q2;2017-Q2;H1;2017-H1
880;2017-05-30;2017;5;May;30;2;Working Day;Tuesday;22;Q2;2017-Q2;H1;2017-H1
881;2017-05-31;2017;5;May;31;3;Working Day;Wednesday;22;Q2;2017-Q2;H1;2017-H1
882;2017-06-01;2017;6;June;1;4;Working Day;Thursday;22;Q2;2017-Q2;H1;2017-H1
883;2017-06-02;2017;6;June;2;5;Working Day;Friday;22;Q2;2017-Q2;H1;2017-H1
884;2017-06-03;2017;6;June;3;6;Weekend;Saturday;22;Q2;2017-Q2;H1;2017-H1
885;2017-06-04;2017;6;June;4;7;Weekend;Sunday;22;Q2;2017-Q2;H1;2017-H1
886;2017-06-05;2017;6;June;5;1;Working Day;Monday;23;Q2;2017-Q2;H1;2017-H1
887;2017-06-06;2017;6;June;6;2;Working Day;Tuesday;23;Q2;2017-Q2;H1;2017-H1
888;2017-06-07;2017;6;June;7;3;Working Day;Wednesday;23;Q2;2017-Q2;H1;2017-H1
889;2017-06-08;2017;6;June;8;4;Working Day;Thursday;23;Q2;2017-Q2;H1;2017-H1
890;2017-06-09;2017;6;June;9;5;Working Day;Friday;23;Q2;2017-Q2;H1;2017-H1
891;2017-06-10;2017;6;June;10;6;Weekend;Saturday;23;Q2;2017-Q2;H1;2017-H1
892;2017-06-11;2017;6;June;11;7;Weekend;Sunday;23;Q2;2017-Q2;H1;2017-H1
893;2017-06-12;2017;6;June;12;1;Working Day;Monday;24;Q2;2017-Q2;H1;2017-H1
894;2017-06-13;2017;6;June;13;2;Working Day;Tuesday;24;Q2;2017-Q2;H1;2017-H1
